x_mm,y_mm,z_mm,position_found,pose_found,best_position_error_mm,rcond,joint_margin_deg,orientation_error_deg,position_error_mm,status,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,target_roll_deg,target_pitch_deg,target_yaw_deg
-400,-100,-50,0,0,57.560196629170299,,,,,position_unresolved,,,,,,,0,0,-165.96375653207352
-400,-100,0,0,0,43.805991219072283,,,,,position_unresolved,,,,,,,0,0,-165.96375653207352
-400,-100,50,0,0,35.504689305991036,,,,,position_unresolved,,,,,,,0,0,-165.96375653207352
-400,-100,100,0,0,32.976709265968935,,,,,position_unresolved,,,,,,,0,0,-165.96375653207352
-400,-100,150.00000000000003,0,0,36.324525390247111,,,,,position_unresolved,,,,,,,0,0,-165.96375653207352
-400,-100,200,0,0,45.412935188681097,,,,,position_unresolved,,,,,,,0,0,-165.96375653207352
-400,-100,250,0,0,59.894943418087095,,,,,position_unresolved,,,,,,,0,0,-165.96375653207352
-400,-50,-250,0,0,154.71260783676411,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,-200,0,0,121.700498562492,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,-150.00000000000003,0,0,92.77499020790566,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,-100,0,0,68.190864456164817,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,-50,0,0,49.120722075205123,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,0,0,0,35.0941797302563,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,50,0,0,26.619743307233911,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,100,0,0,24.037648894651426,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,150.00000000000003,0,0,27.456987036899573,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,200,0,0,36.733854166349495,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,-50,250,0,0,51.499999999999957,,,,,position_unresolved,,,,,,,0,0,-172.8749836510982
-400,0,-250,0,0,152.7721955111505,,,,,position_unresolved,,,,,,,0,0,180
-400,0,-200,0,0,119.31842436436472,,,,,position_unresolved,,,,,,,0,0,180
-400,0,-150.00000000000003,0,0,90.359962114965867,,,,,position_unresolved,,,,,,,0,0,180
-400,0,-100,0,0,65.460567847870038,,,,,position_unresolved,,,,,,,0,0,180
-400,0,-50,0,0,46.271368831758714,,,,,position_unresolved,,,,,,,0,0,180
-400,0,0,0,0,32.150386978435783,,,,,position_unresolved,,,,,,,0,0,180
-400,0,50,0,0,23.615785999520213,,,,,position_unresolved,,,,,,,0,0,180
-400,0,100,0,0,21.014866236644387,,,,,position_unresolved,,,,,,,0,0,180
-400,0,150.00000000000003,0,0,24.459083424589455,,,,,position_unresolved,,,,,,,0,0,180
-400,0,200,0,0,33.801424197235903,,,,,position_unresolved,,,,,,,0,0,180
-400,0,250,0,0,48.666066464083578,,,,,position_unresolved,,,,,,,0,0,180
-400,50,-250,0,0,154.71260783676411,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,-200,0,0,121.55252615648484,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,-150.00000000000003,0,0,92.320750524968645,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,-100,0,0,68.190864456164832,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,-50,0,0,49.120722075205137,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,0,0,0,35.094179730256251,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,50,0,0,26.6197433072339,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,100,0,0,24.037648894651419,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,150.00000000000003,0,0,27.456987036899577,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,200,0,0,36.733854166349495,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
-400,50,250,0,0,51.499999999999936,,,,,position_unresolved,,,,,,,0,0,172.8749836510982
