run_index,stream_ordinal,roadmap_stream_id,method,method_order_position,ros_domain_id,reported_method,graph_revision,expanded_urdf_sha256,srdf_sha256,reachability_parameters_sha256,requested_node_count,anchor_node_count,prototype_budget,prototype_node_count,requested_guard_node_count,guard_node_count,fill_sample_node_count,candidate_attempts,halton_start_index,sample_stream_seed,sample_stream_type,gng_training_sample_count,effective_guard_fraction,nodes,edges,components,build_time_ms,joint_names,graph_publisher_count,plan_publisher_count,query_subscriber_count,catalog_id,catalog_sha256,rmw_implementation,ros_localhost_only,launch_log,infrastructure_error
124,41,141,guarded_gng,1,64,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4140,17,141,digit_permuted_halton,4000,0.75,800,3525,9,1557.520224,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0124_stream_141_guarded_gng_domain_64.log,
125,41,141,gng,2,65,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4140,17,141,digit_permuted_halton,4000,0.0,800,4528,1,1721.593024,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0125_stream_141_gng_domain_65.log,
126,42,142,gng,0,66,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4142,17,142,digit_permuted_halton,4000,0.0,800,4508,1,1719.216448,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0126_stream_142_gng_domain_66.log,
127,42,142,guarded_gng,1,67,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4142,17,142,digit_permuted_halton,4000,0.75,800,3469,10,1578.507136,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0127_stream_142_guarded_gng_domain_67.log,
128,42,142,halton_prm,2,68,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,826,17,142,digit_permuted_halton,0,0.0,800,3227,11,1378.528,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0128_stream_142_halton_prm_domain_68.log,
129,43,143,gng,0,69,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4128,17,143,digit_permuted_halton,4000,0.0,800,4513,1,1708.889888,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0129_stream_143_gng_domain_69.log,
130,43,143,halton_prm,1,70,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,822,17,143,digit_permuted_halton,0,0.0,800,3230,9,1357.651808,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0130_stream_143_halton_prm_domain_70.log,
131,43,143,guarded_gng,2,71,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4128,17,143,digit_permuted_halton,4000,0.75,800,3598,15,1570.01264,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0131_stream_143_guarded_gng_domain_71.log,
132,44,144,guarded_gng,0,72,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4145,17,144,digit_permuted_halton,4000,0.75,800,3592,12,1637.024672,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0132_stream_144_guarded_gng_domain_72.log,
133,44,144,gng,1,73,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4145,17,144,digit_permuted_halton,4000,0.0,800,4496,1,1698.47824,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0133_stream_144_gng_domain_73.log,
134,44,144,halton_prm,2,74,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,825,17,144,digit_permuted_halton,0,0.0,800,3278,8,1391.460096,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0134_stream_144_halton_prm_domain_74.log,
135,45,145,guarded_gng,0,75,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4138,17,145,digit_permuted_halton,4000,0.75,800,3553,6,1597.883136,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0135_stream_145_guarded_gng_domain_75.log,
136,45,145,halton_prm,1,76,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,827,17,145,digit_permuted_halton,0,0.0,800,3360,4,1517.766688,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0136_stream_145_halton_prm_domain_76.log,
137,45,145,gng,2,77,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4138,17,145,digit_permuted_halton,4000,0.0,800,4591,1,1726.34864,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0137_stream_145_gng_domain_77.log,
138,46,146,halton_prm,0,78,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,816,17,146,digit_permuted_halton,0,0.0,800,3166,13,1378.182496,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0138_stream_146_halton_prm_domain_78.log,
139,46,146,gng,1,79,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4141,17,146,digit_permuted_halton,4000,0.0,800,4462,2,1699.697312,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0139_stream_146_gng_domain_79.log,
140,46,146,guarded_gng,2,80,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4141,17,146,digit_permuted_halton,4000,0.75,800,3597,9,1594.67408,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0140_stream_146_guarded_gng_domain_80.log,
141,47,147,halton_prm,0,81,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,827,17,147,digit_permuted_halton,0,0.0,800,3274,15,1395.99808,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0141_stream_147_halton_prm_domain_81.log,
142,47,147,guarded_gng,1,82,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4141,17,147,digit_permuted_halton,4000,0.75,800,3549,14,1599.202656,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0142_stream_147_guarded_gng_domain_82.log,
143,47,147,gng,2,83,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4141,17,147,digit_permuted_halton,4000,0.0,800,4537,2,1709.98336,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0143_stream_147_gng_domain_83.log,
144,48,148,gng,0,84,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4132,17,148,digit_permuted_halton,4000,0.0,800,4453,2,1687.362688,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0144_stream_148_gng_domain_84.log,
145,48,148,guarded_gng,1,85,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4132,17,148,digit_permuted_halton,4000,0.75,800,3559,11,1614.004448,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0145_stream_148_guarded_gng_domain_85.log,
146,48,148,halton_prm,2,86,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,825,17,148,digit_permuted_halton,0,0.0,800,3231,13,1420.107392,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0146_stream_148_halton_prm_domain_86.log,
147,49,149,gng,0,87,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4123,17,149,digit_permuted_halton,4000,0.0,800,4536,2,1758.588896,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0147_stream_149_gng_domain_87.log,
148,49,149,halton_prm,1,88,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,815,17,149,digit_permuted_halton,0,0.0,800,3138,14,1418.666016,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0148_stream_149_halton_prm_domain_88.log,
149,49,149,guarded_gng,2,89,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4123,17,149,digit_permuted_halton,4000,0.75,800,3543,13,1587.907072,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0149_stream_149_guarded_gng_domain_89.log,
150,50,150,guarded_gng,0,90,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4150,17,150,digit_permuted_halton,4000,0.75,800,3579,9,1556.150304,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0150_stream_150_guarded_gng_domain_90.log,
151,50,150,gng,1,91,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4150,17,150,digit_permuted_halton,4000,0.0,800,4554,2,1720.02944,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0151_stream_150_gng_domain_91.log,
152,50,150,halton_prm,2,92,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,824,17,150,digit_permuted_halton,0,0.0,800,3188,17,1410.43248,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0152_stream_150_halton_prm_domain_92.log,
153,51,151,guarded_gng,0,93,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4131,17,151,digit_permuted_halton,4000,0.75,800,3559,14,1586.556736,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0153_stream_151_guarded_gng_domain_93.log,
154,51,151,halton_prm,1,94,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,823,17,151,digit_permuted_halton,0,0.0,800,3266,16,1410.8296,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0154_stream_151_halton_prm_domain_94.log,
155,51,151,gng,2,95,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4131,17,151,digit_permuted_halton,4000,0.0,800,4501,1,1685.4696,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0155_stream_151_gng_domain_95.log,
156,52,152,halton_prm,0,96,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,824,17,152,digit_permuted_halton,0,0.0,800,3292,14,1426.16288,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0156_stream_152_halton_prm_domain_96.log,
157,52,152,gng,1,97,gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,798,798,0,0,0,4144,17,152,digit_permuted_halton,4000,0.0,800,4540,1,1721.34816,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0157_stream_152_gng_domain_97.log,
158,52,152,guarded_gng,2,98,guarded_gng,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,199,199,599,599,0,4144,17,152,digit_permuted_halton,4000,0.75,800,3595,12,1597.11552,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0158_stream_152_guarded_gng_domain_98.log,
159,53,153,halton_prm,0,99,halton_prm,1,daf37611724f4c8efd69b3b470bf505cfce4732353ea985ec54fbbb01f6d412d,730e590951a205ec639ff20613ce3305e18290f0c9a599130d38ce7c86d3d424,abf60d6f21bbb0e9b77558316dfb746dacf3af37814a349c60308f7dcfd22175,800,2,0,0,0,0,798,823,17,153,digit_permuted_halton,0,0.0,800,3265,9,1413.884544,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",1,1,1,om6dof_icra_scene_catalog_v4,ac5205e9c4fae67a9f9af3f84176d61d459eb4daae2c4f50ea0e2d6b2d59b023,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_icra_confirmatory_v4/logs/run_0159_stream_153_halton_prm_domain_99.log,
