run_index,stream_ordinal,roadmap_stream_id,method,method_order_position,ros_domain_id,reported_method,graph_revision,requested_node_count,anchor_node_count,prototype_budget,prototype_node_count,requested_guard_node_count,guard_node_count,fill_sample_node_count,candidate_attempts,halton_start_index,sample_stream_seed,sample_stream_type,gng_training_sample_count,effective_guard_fraction,nodes,edges,components,build_time_ms,joint_names,catalog_id,catalog_sha256,rmw_implementation,ros_localhost_only,launch_log,infrastructure_error
0,0,9000,gng,0,20,gng,1,800,2,798,798,0,0,0,4143,17,9000,digit_permuted_halton,4000,0.0,800,4541,2,1721.872256,"[""joint1"",""joint2"",""joint3"",""joint4"",""joint5"",""joint6""]",om6dof_atomic_query_integration_smoke_20260824,e9a9f45953e25363b169543a338acd68507484577253d171d1f6045458598b76,rmw_fastrtps_cpp,True,/home/kublab/ros2_ws/reachability_atomic_query_smoke_20260824/logs/run_0000_stream_9000_gng_domain_20.log,
