run_index,stream_ordinal,roadmap_stream_id,method,method_order_position,ros_domain_id,graph_revision,scene_id,catalog_index,scene_order_position,phase,obstacle_kind,stratum,query_id,start_joint_positions,target_position,target_source_joint_positions,requested_target_environment_node_id,requested_target_position,selected_target_environment_node_id,valid,exact_valid,reason,timeout,infrastructure_error,blocked_nodes,blocked_edges,planning_time_ms,publish_to_plan_ms,exact_checks,exact_replans,exact_time_ms,start_node_id,goal_node_id,target_distance,graph_cost,start_connection_cost,total_joint_path_cost,path_nodes,path_ids,preview_start_joints
0,0,9000,gng,0,20,1,atomic_smoke_000,0,0,clear,none,"{""difficulty"":""integration"",""obstacle_kind"":""point""}",1,"[0.0,0.0,0.0,0.0,0.0,0.0]","[0.1622375619994582,0.0,0.2540819536713998]","[0.0,-0.6806,1.3613,0.0,0.8901,0.0]",900001,"[0.1622375619994582,0.0,0.2540819536713998]",900001,True,True,path_ready_exact_validated_preview_only,False,,0,0,3.19104,5.898560000787256,94,0,1.8289919999999997,0,1,0.0,5.371027954498166,0.0,5.371027954498166,4,"[0,41,648,1]","[0.0,0.0,0.0,0.0,0.0,0.0]"
0,0,9000,gng,0,20,1,atomic_smoke_000,0,0,dynamic,point,"{""difficulty"":""integration"",""obstacle_kind"":""point""}",2,"[0.0,0.0,0.0,0.0,0.0,0.0]","[0.1622375619994582,0.0,0.2540819536713998]","[0.0,-0.6806,1.3613,0.0,0.8901,0.0]",900001,"[0.1622375619994582,0.0,0.2540819536713998]",900001,True,True,path_ready_exact_validated_preview_only,False,,69,792,13.346432,16.33635200050776,119,0,2.4455999999999998,0,310,0.019949344819491562,7.455172988651725,0.0,7.455172988651725,6,"[0,388,504,75,393,310]","[0.0,0.0,0.0,0.0,0.0,0.0]"
