ros_stamp_s,elapsed_s,joint1_position_rad,joint1_velocity_rad_s,joint1_effort_raw,joint2_position_rad,joint2_velocity_rad_s,joint2_effort_raw,joint3_position_rad,joint3_velocity_rad_s,joint3_effort_raw,joint4_position_rad,joint4_velocity_rad_s,joint4_effort_raw,joint5_position_rad,joint5_velocity_rad_s,joint5_effort_raw,joint6_position_rad,joint6_velocity_rad_s,joint6_effort_raw
1787872593.4218905,0.1872126719681546,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-12.0,1.3637089204301285,0.0,-156.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.431945,0.18770188797498122,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-12.0,1.3637089204301285,0.0,-157.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-63.0,-0.001533980788092748,0.0,0.0
1787872593.4419236,0.18810678395675495,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-12.0,1.3637089204301285,0.0,-157.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-62.0,-2.0694557179012918e-13,0.0,0.0
1787872593.4538674,0.18856291199335828,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-13.0,1.3637089204301285,0.0,-160.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-62.0,-0.001533980788092748,0.0,0.0
1787872593.4619286,0.18893228797242045,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-11.0,1.3652429012180134,0.0,-158.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-62.0,-0.001533980788092748,0.0,0.0
1787872593.4717765,0.18928927998058498,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-12.0,1.3637089204301285,0.0,-157.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.481753,0.18964358395896852,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-12.0,1.3652429012180134,0.0,-160.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.4917362,0.1899938239948824,-2.0694557179012918e-13,0.0,1.0,-0.6810874698214318,0.0,-12.0,1.3637089204301285,0.0,-158.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.501719,0.19034310395363718,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-13.0,1.3637089204301285,0.0,-157.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.5117261,0.1906939199543558,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-13.0,1.3637089204301285,0.0,-159.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.5217116,0.19103977596387267,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-12.0,1.3652429012180134,0.0,-157.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.531748,0.19138755195308477,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-11.0,1.3652429012180134,0.0,-156.0,-2.0694557179012918e-13,0.0,-1.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.5417323,0.19175523199373856,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-13.0,1.3637089204301285,0.0,-156.0,-2.0694557179012918e-13,0.0,-1.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.551825,0.1921111039700918,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-13.0,1.3637089204301285,0.0,-158.0,-2.0694557179012918e-13,0.0,-1.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
1787872593.5619192,0.19245670398231596,-2.0694557179012918e-13,0.0,0.0,-0.6810874698214318,0.0,-13.0,1.3652429012180134,0.0,-156.0,-2.0694557179012918e-13,0.0,0.0,0.8897088569734652,0.0,-61.0,-0.001533980788092748,0.0,0.0
