method,metric,unit,estimate,numerator_or_sum,eligible_or_count,ci_level,ci_lower,ci_upper,raw_n,raw_mean,raw_sd,raw_median,raw_q1,raw_q3,raw_min,raw_max
guarded_gng,path_cost_clear,joint-space cost,16.63538040444521,432.5198905155755,26,0.95,15.347276368206138,17.61257273310616,26,16.63538040444521,3.971993579449452,16.696728275408276,14.078874532723281,18.378929251361978,11.417361947036973,26.161483606350377
guarded_gng,path_cost_dynamic,joint-space cost,16.979478871627173,441.46645066230644,26,0.95,15.59411588532878,18.03064267389282,26,16.979478871627173,4.137975667550946,16.719317408651076,14.078874532723281,18.378929251361978,11.417361947036973,27.761477981678436
halton_prm,clear_success,proportion,0.7777777777777778,28.0,36,0.95,0.6666666666666666,0.8888888888888888,36,0.7777777777777778,0.4216370213557839,1.0,1.0,1.0,0.0,1.0
halton_prm,dynamic_success,proportion,0.7777777777777778,28.0,36,0.95,0.6666666666666666,0.8888888888888888,36,0.7777777777777778,0.4216370213557839,1.0,1.0,1.0,0.0,1.0
halton_prm,conditional_retention,proportion,1.0,28.0,28,0.95,1.0,1.0,28,1.0,0.0,1.0,1.0,1.0,1.0,1.0
halton_prm,path_change_joint_success,proportion,0.2857142857142857,8.0,28,0.95,0.14285714285714285,0.42857142857142855,28,0.2857142857142857,0.46004370622823615,0.0,0.0,1.0,0.0,1.0
halton_prm,build_time_ms,ms,1407.2768586666668,8443.661152,6,0.95,1368.79024,1470.1680853333335,6,1407.2768586666668,75.56000992621145,1382.796464,1368.047688,1393.1055999999999,1359.371424,1559.023392
halton_prm,planning_time_clear_ms,ms,6.797998857142858,190.34396800000002,28,0.95,6.299401333333333,7.206976941176471,28,6.797998857142857,1.4729820873678328,6.366464000000001,6.0889120000000005,7.041096,4.978208,11.205536
halton_prm,planning_time_dynamic_ms,ms,13.952597714285714,390.672736,28,0.95,13.22187428571429,14.683321142857142,28,13.952597714285714,5.398334332290607,13.011936,9.556784,18.535792,6.892032,24.115776
halton_prm,query_latency_clear_ms,ms,8.121188445026442,292.36278402095195,36,0.95,7.0146266676197735,9.293272889105234,36,8.121188445026442,3.0329598999747143,8.76740800049447,7.289143999514636,9.635495999646082,2.312608001375338,14.836607999313856
halton_prm,query_latency_dynamic_ms,ms,14.793675555261466,532.5723199894128,36,0.95,13.476662221869951,16.19786844437638,36,14.793675555261466,6.319871586622897,12.949887999639031,10.293119999005285,19.05732799696125,4.0629440009070095,26.932223998301197
